row_id,Summary
8493,"W Women's off-white & red floral print straight kurta with a notched round neck, three-quarter sleeves, and side slits, priced at INR 679."
8494,"W Women's maroon & golden printed straight kurta with satin finish, keyhole neck, three-quarter sleeves, and side slits, priced at INR 764."
8495,"EthnoVogue Women's yellow & pink printed kurta with churidar & dupatta, priced at INR 8001."
8496,"Oxolloxo Women's off-white & navy blue printed tunic with a V-neck and short sleeves, priced at INR 499."
8497,"Jompers Men's gold-coloured & black woven design straight handloom kurta with mandarin collar, long sleeves, and side slits, priced at INR 899."
8498,"W Women's grey solid straight kurta with keyhole neck, three-quarter sleeves, and side slits, priced at INR 1699."
8499,"Ahalyaa Women's grey & pink floral printed layered maxi dress with a round neck, three-quarter sleeves, and flared hem, priced at INR 1359."
8500,"W Dusty pink solid mukaish work Dupatta with taping border, priced at INR 1299."
8501,"Oxolloxo Women's blue self-design woven A-line top with a tie-up neck and long sleeves, priced at INR 550."
8502,"W Women's lime green & golden woven design straight kurta with embellished detail, keyhole neck, three-quarter sleeves, and side slits, priced at INR 1799."
8503,"Jompers Men's teal blue & golden woven design straight kurta with mandarin collar, long sleeves, and side slits, priced at INR 989."
8504,"GAP Men's vintage slub jersey crewneck T-shirt, garment-dyed and washed for softness, priced at INR 999."
8505,"W Women's navy blue & white loose fit embroidered detail dhoti pants with slip-on closure, priced at INR 1899."
8506,"Van Heusen Woman Women's navy blue solid woven regular top with a round neck and long sleeves, priced at INR 999."
8507,"W Women's navy blue slim fit solid cropped trousers with a partially elasticated waistband and zip closure, priced at INR 599."
8508,"Oxolloxo Women's blue & white floral printed A-line top with a tie-up neck, gathered and pleated detail, and long puff sleeves, priced at INR 584."
8509,"W Women's fuchsia & golden printed straight kurta with sequinned detail, keyhole neck, three-quarter sleeves, and side slits, priced at INR 849."
8510,"Cortina Brown & White Set of 2 Window Curtains with Geometric Pattern , priced at INR 450."
8511,"W Women's dusty pink embellished straight kurta with a round neck, three-quarter sleeves, and side slits, priced at INR 1119."
8512,"Parx Men's charcoal grey & black printed polo T-shirt with a polo collar and short sleeves, priced at INR 559."
8513,"Parx Men's blue solid polo collar T-shirt, priced at INR 539."
8514,"Free Authority Black Women's printed T-shirt with a round neck and short sleeves, priced at INR 449."
8515,"W Women's maroon embroidered sequinned tiered A-line kurta with a round neck, three-quarter sleeves, and flared hem, priced at INR 4999."
8516,"Oxolloxo Multicoloured printed nightdress with round neck and short sleeves, priced at INR 472."
8517,"Louis Philippe Jeans Men's blue solid casual shirt with a spread collar, long sleeves, and curved hem, priced at INR 1919."
8518,"Z-ZOOM Unisex Rectangle Sunglasses 55072 with Brown Polarised Lens and Metal Frame , priced at INR 1497."
8519,"People Women's yellow self-design woven A-line top with a round neck, sleeveless design, and button closure, priced at INR 349."
8520,"U.S. Polo Assn. Men's navy blue & red striped slim fit polo collar T-shirt, priced at INR 1329."
8521,"W Women's green & navy blue printed anarkali kurta with sequinned detail, keyhole neck, three-quarter sleeves, and flared hem, priced at INR 1839."
8522,"Allen Solly Men's maroon slim fit self-design regular trousers with button closure and 4 pockets, priced at INR 1126."
8523,Blacksmith Men's green & blue printed pocket square.
8524,"HERE&NOW Women's navy blue & white printed off-shoulder maxi dress with shoulder straps, three-quarter sleeves, and flared hem, priced at INR 2399."
8525,"Cortina Pink & Maroon Set of 2 Long Door Curtains with Floral Pattern, priced at INR 629."
8526,"De Moza Navy blue T-shirt with a scoop neck and three-quarter sleeves, priced at INR 749."
8527,"Jompers Men's blue woven design straight kurta with mandarin collar, long sleeves, and side slits, priced at INR 899."
8528,"Jompers Men's red solid straight kurta with mandarin collar, long sleeves, and side slits, priced at INR 1299."
8529,"Chumbak Teal Blue Paisley Floral Owl iPhone 8 and SE Case, priced at INR 537."
8530,"Z-ZOOM Unisex Grey Square Sunglasses 55022 with Grey Polarised Lens and Metal Frame , priced at INR 1497."
8531,"GAP Men's original logo graphic T-shirt in soft cotton jersey, priced at INR 599."
8532,"VarEesha Brown Solid Wood Chopping Board/ Serving Platter, priced at INR 831."
8533,"W Women's blue & golden printed A-line kurta with a keyhole neck, three-quarter sleeves, and flared hem, priced at INR 2999."
8534,"AHIKA Women's green & orange floral printed straight kurta with a V-neck, three-quarter bell sleeves, and side slits, priced at INR 694."
8535,"W Women's blue solid churidar leggings with an elasticated waistband, priced at INR 359."
8536,"Taavi Women's orange solid hand block print legacy Angrakha sustainable dress with tie-up, priced at INR 749."
8537,"FOSH Women's blue bootcut mid-rise low distress jeans, priced at INR 1379."
8538,"Mufti Men's mustard yellow regular fit solid casual shirt with a spread collar, long sleeves, and curved hem, priced at INR 949."
8539,"Cortina Maroon Set of 2 Long Door Curtains, priced at INR 489."
8540,"Louis Philippe Sport Men's olive green super skinny fit solid casual shirt with a spread collar, long sleeves, and curved hem, priced at INR 1175."
8541,"Cortina Set of 2 Door Curtains with Floral Pattern, priced at INR 389."
8542,"EthnoVogue Women's off-white & mauve embroidered kurti with sharara & dupatta, priced at INR 5875."
8543,"W Women's off-white & black printed straight kurta with a mandarin collar, three-quarter sleeves, and multiple slits, priced at INR 719."
8544,"People Women's navy blue self-design woven A-line top with a round neck, sleeveless design, and button closure, priced at INR 384."
8545,"Oxolloxo Women's pink solid open front regular shrug with short sleeves, priced at INR 1299."
8546,"Z-ZOOM Unisex Wayfarer Sunglasses 55103 with Grey Regular Lens and Metal Frame , priced at INR 1247."
8547,"beevee Men's blue regular fit mid-rise clean look stretchable jeans, priced at INR 902."
8548,"GAP Men's vintage slub jersey henley with soft cotton jersey, priced at INR 1999."
8549,"Roadster Women's navy blue solid knitted t-shirt with a round neck and long sleeves, priced at INR 699."
8550,"Indo Era Women's rust orange & yellow floral embroidered straight kurta with a keyhole neck, three-quarter sleeves, and side slits, priced at INR 1199."
8551,"W Women's off-white & black striped straight kurta with a keyhole neck, three-quarter sleeves, and side slits, priced at INR 599."
8552,"Allen Solly Men's navy blue slim fit solid formal trousers with button closure and 5 pockets, priced at INR 1474."
8553,"Van Heusen Woman Red self-design knitted regular top with a round neck, ribbed hem, and long sleeves, priced at INR 999."
8554,"Louis Philippe Sport Men's white tight slim fit solid casual shirt with a spread collar, long sleeves, and curved hem, priced at INR 1004."
8555,"GAP Men's vintage slub jersey colorblock T-shirt with soft cotton jersey, priced at INR 749."
8556,"Madame Women's red printed top with applique detail, a round neck, and long sleeves, priced at INR 479."
8557,"AHIKA Women's cream-coloured & pink printed straight kurta with a keyhole neck with tie-up detail, three-quarter sleeves, and side slits, priced at INR 599."
8558,"W Women's pink yoke design straight kurta with embroidered and sequinned detail, round neck, three-quarter sleeves, and side slits, priced at INR 629."
8559,"W Women's white & black pure cotton loose fit striped cropped palazzos with a partially elasticated waistband, priced at INR 599."
8560,"Zelocity Women's navy blue solid T-shirt with a round neck and short sleeves, priced at INR 895."
8561,"Van Heusen Men's navy blue loose fit self-design formal trousers with button closure and 4 pockets, priced at INR 2299."
8562,"Allen Solly Woman Navy Blue self-design woven regular top with a V-neck and long sleeves, priced at INR 489."
8563,"W Women's yellow & orange pure cotton printed straight kurta with three-quarter sleeves, priced at INR 1499."
8564,CALFNERO Men's brown solid two fold leather wallet with card holders.
8565,"Rangmanch by Pantaloons yellow churidar leggings with an elasticated waistband, priced at INR 599."
8566,"W Blue Mukaish Work Dupatta with a printed border, priced at INR 1299."
8567,"Z-ZOOM Unisex Rectangle Sunglasses 55091 with Grey Polarised Lens and Metal Frame , priced at INR 1497."
8568,"Van Heusen Woman Black solid knitted regular top with a round neck and long sleeves, priced at INR 789."
8568,"Van Heusen Woman black solid knitted regular top for women, featuring a round neck and long sleeves."
8569,"Oxolloxo women's orange printed flared midi skirt with a slip-on closure, inner lining, and asymmetric hem."
8570,"VarEesha Unisex Red & Green Tiny Turtle Serving Bowl with Lid, printed with a matte finish and crafted from wood."
8571,U.S. Polo Assn. Denim Co. Men's blue skinny fit mid-rise clean look jeans with a button and zip closure.
8572,KiddoPanti Girls grey melange solid T-shirt with a polo collar and short sleeves.
8573,Louis Philippe Men's olive green slim fit solid regular trousers with button closure and 4 pockets.
8574,FOSH Women's blue bootcut mid-rise clean look jeans with a button and zip closure.
8575,"NIZA Women's navy blue & pink printed A-line dress with a V-neck, sleeveless design, concealed zip closure, flared hem, and a fabric belt."
8576,Cortina Blue & Off-White Set of 2 floral window curtains with regular light blocking and eyelet fitting.
8577,"EthnoVogue Women's black made-to-measure solid kurta with palazzos and dupatta, featuring a square neck, three-quarter sleeves, straight hem, and concealed zip closure."
8578,"Van Heusen Woman white solid casual shirt for women, featuring a spread collar, long sleeves, and button placket."
8579,"Z-ZOOM Women's rectangle sunglasses 55113 with grey regular lenses and a full rim metal frame, best suited for oval face shapes."
8580,"Oxolloxo Women's purple printed woven A-line dress with shoulder straps, three-quarter sleeves, and a straight hem."
8581,Mufti Men's cream-colored regular fit printed casual shirt with a spread collar and short sleeves.
8582,GAP Men's beige skinny fit solid chinos with GapFlex stretch technology.
8583,Louis Philippe Sport Men's blue checked casual shirt with a spread collar and long sleeves.
8584,Cortina Blue Set of 2 floral window curtains with regular light blocking and eyelet fitting.
8585,Tossido Men's black textured leather belt with a tang closure and 6 months warranty.
8586,Parx Men's blue slim tapered fit low-rise clean look stretchable jeans with a button and zip closure.
8587,"Z-ZOOM Unisex blue square sunglasses 55023 with blue regular lenses and a half rim metal frame, best suited for oval face shapes."
8588,Blacksmith Men's black musical notes printed pocket square.
8589,Jompers Men's black & golden woven design straight handloom kurta with a mandarin collar and long sleeves.
8590,"Cortina White Single Long Door Curtain with ethnic motifs, room darkening, and eyelet fitting."
8591,Cortina Blue Set of 2 abstract door curtains with regular light blocking and eyelet fitting.
8592,Marks & Spencer Women's white & navy blue striped cinched waist top with a V-neck and three-quarter sleeves.
8593,"Madame Women's grey melange printed knitted regular top with embellished detail, a round neck, and long sleeves."
8594,Fastrack Men's navy blue & brown colorblocked belt with a tang closure and 6 months warranty.
8595,Naari Women's green & off-white floral printed straight kurta with a round neck and three-quarter sleeves.
8596,Peanuts Featured Blue Tshirt for Women with a round neck and short sleeves.
8597,W Women's red yoke design straight sustainable kurta with a round neck and three-quarter sleeves.
8598,W Women's navy blue solid ankle length leggings with an elasticated waistband.
8599,"W Women's maroon & golden embroidered woven A-line dress with a round neck, three-quarter sleeves, an attached lining, and flared hem."
8600,"U.S. Polo Assn. Men's khaki printed mid-rise chinos with a waistband with belt loops, button and zip closure, and 5 pockets."
8601,Madame Women's grey melange embellished knitted regular top with a round neck and long sleeves.
8602,"W Women's grey solid straight kurta with embroidered detail, a round neck, and three-quarter sleeves."
8603,GAP Men's navy blue solid modern khakis chinos in slim fit with GapFlex.
8604,"Z-ZOOM Unisex rectangle sunglasses 55081 with green polarised lenses and a full rim metal frame, best suited for oval face shapes."
8605,U.S. Polo Assn. Men's navy blue slim fit embroidered polo collar t-shirt with short sleeves.
8606,Van Heusen Woman brown solid block heels with a synthetic upper and cushioned footbed.
8607,"Van Heusen Woman off-white solid open toe block heels with a synthetic upper and cushioned footbed, and 6 months warranty."
8608,Mufti Men's white & blue printed casual shirt with a spread collar and long sleeves.
8609,Rubans Gold-Toned & Pink dome shaped hand painted jhumkas with artificial stones and beads.
8610,fungus Women's blue slim fit high-rise clean look stretchable jeans with a button and zip closure.
8611,Cortina Green & Off-White Set of 2 floral long door curtains with regular light blocking and eyelet fitting.
8612,AHIKA Women's blue & white printed straight kurta with a round neck and three-quarter sleeves.
8613,Marks & Spencer Women's white solid shirt style top with a spread collar and long sleeves.
8614,"W Women's red yoke design empire A-line kurta with tie-up detail, a mandarin collar, and three-quarter sleeves."
8615,"Arrow Burgundy woollen blazer with a notched lapel, lightly padded shoulders and double button closures."
8616,W Women's off-white & navy blue self-striped straight kurta with a mandarin collar and three-quarter sleeves.
8617,Louis Philippe Sport Men's white checked casual shirt with a spread collar and long sleeves.
8618,Mufti Men's white & green checked casual shirt with a spread collar and long sleeves.
8619,FabAlley Women's pink solid knitted bardot top with an off-shoulder neck and short sleeves.
8620,Denizen From Levis Men's navy blue printed casual shirt with a spread collar and long sleeves.
8621,Mufti Men's off-white & brown checked casual shirt with a spread collar and long sleeves.
8622,Cortina Blue & White Set of 2 floral long door curtains with regular light blocking and eyelet fitting.
8623,Naari Women's peach-colored embroidered straight kurta with a V-neck and three-quarter sleeves.
8624,W Women's mustard yellow & blue printed straight kurta with a mandarin collar and three-quarter sleeves.
8625,Van Heusen Woman olive green embellished pumps with a synthetic upper and cushioned footbed.
8626,NIZA Women's navy blue & green printed midi A-line dress with a stylised square neck and long sleeves.
8627,"AHIKA Women's mustard yellow & brown printed A-line kurta with cut-out detail, a round neck, and short sleeves."
8628,GAP Men's Original Logo Graphic T-shirt in soft cotton jersey with short sleeves.
8629,"Zivame White & Blue Striped Non-Wired Non Padded Bralette Bra ZI1821FASHHASRT with seamless cups, regular straps and slip-on."
8630,W Women's green & rust orange printed straight kurta with a mandarin collar and three-quarter sleeves.
8631,"MISH Women's off-white solid woven blouson top with satin finish and tie-ups detail, a round neck, and sleeveless design."
8632,"Z-ZOOM Unisex blue aviator sunglasses 55014 with blue regular lenses and a full rim metal frame, best suited for oval face shapes."
8633,Mufti Men's white solid casual shirt with a mandarin collar and long sleeves.
8634,"W Women's peach-colored & golden printed top with palazzos & ethnic jacket, featuring a round neck, three-quarter sleeves, and zip closure."
8635,W Women's grey & blue printed straight kurta with a mandarin collar with button closures and three-quarter sleeves.
8636,"Z-ZOOM Unisex round sunglasses 55053 with brown polarised lenses and a full rim metal frame, best suited for oval face shapes."
8637,Naari Women's green & grey embroidered straight kurta with a round neck and three-quarter sleeves.
8638,Bohemia Crystal Set of 6 Champagne Glasses with a solid pattern and 195 ml capacity.
8639,W Women's navy blue & golden printed straight kurta with a mandarin collar and three-quarter sleeves.
8640,Cortina Brown Set of 2 floral window curtains with regular light blocking and eyelet fitting.
8641,W Women's navy blue & golden printed woven maxi dress with a round neck and long sleeves.
8642,Van Heusen Woman yellow self design knitted regular top with a round neck and long sleeves.
8643,W Women's mustard yellow & golden zari work layered straight kurta with a shirt collar and short sleeves.
8644,GAP Men's Vintage Slub Jersey Henley with garment-dyed and washed with a special technique for incredible softness and true color.
8645,W Women's navy blue woven design a-line kurta with a mandarin collar and three-quarter sleeves.
8646,W Women's beige self-striped mid-rise parallel trousers with embroidered detail and partially elasticated waistband.
8648,Roadster Women's black knitted T-shirt with a round neck and long sleeves.
8649,Van Heusen Woman tan textured ballerinas with synthetic upper and cushioned footbed.
8650,Van Heusen Woman peach-coloured striped woven top with a round neck and long sleeves.
8651,People Men's red solid Henley neck T-shirt with short sleeves.
8652,Z-ZOOM unisex round sunglasses with grey regular lenses and metal full rim frame.
8653,Franco Leone Men's black comfort sandals with synthetic upper and cushioned footbed.
8654,AccessHer gold-plated Kundan mangalsutra with matching earrings.
8655,Van Heusen Woman black striped pumps with synthetic upper and kitten heel.
8656,Marks & Spencer Women's navy blue solid A-line top with shoulder straps.
8657,W Women's charcoal grey & golden satin finish floral print straight kurta with a keyhole neck and three-quarter sleeves.
8658,Cortina pink set of 2 door curtains with printed polyester.
8659,Van Heusen Woman multicoloured printed woven top with a round neck and short sleeves.
8660,"CLAY CRAFT white 4-pieces solid ceramic dessert stand set, dishwasher and microwave safe."
8661,Oxolloxo Women's red regular fit printed casual shirt with a spread collar and long sleeves.
8662,Lady Stark Women's pink solid high-low top with a V-neck and long sleeves.
8663,People Men's yellow solid Henley neck T-shirt with short sleeves.
8664,Louis Philippe Sport Men's blue super skinny fit solid casual shirt with a spread collar and long sleeves.
8665,"W Women's yellow yoke design straight kurta with threadwork detail, a round neck, and three-quarter sleeves."
8666,Lady Stark Women's peach-coloured solid high-low top with a V-neck and long sleeves.
8667,Jompers Men's green woven design straight kurta with a mandarin collar and long sleeves.
8668,W Women's blue & off-white floral printed straight kurta with a keyhole neck and three-quarter sleeves.
8669,W Women's mustard yellow & golden printed straight kurta with a round neck and three-quarter sleeves.
8670,Cortina white & maroon set of 2 window curtains with floral pattern.
8671,W Women's white & blue printed straight kurta with a keyhole neck and three-quarter sleeves.
8672,Ferraiolo Men's navy blue leather sandals with slip-on closure and cushioned footbed.
8673,AHIKA Women's burgundy & off-white printed straight kurta with a round neck and three-quarter sleeves.
8674,U.S. Polo Assn. Denim Co. Men's black striped embroidered polo collar T-shirt with short sleeves.
8675,W Women's peach-coloured & navy blue striped straight kurta with thread work and pleated detail.
8676,Van Heusen Woman pink self design knitted top with a round neck and long sleeves.
8677,Cortina off-white & cream-coloured single window curtain with floral pattern.
8678,Louis Philippe Men's lavender self-design formal shirt with a spread collar and long sleeves.
8679,GAP Men's Vintage Slub Jersey Colorblock T-Shirt.
8680,Van Heusen Woman black solid heels with synthetic upper and block heel.
8681,Ahalyaa Women's blue & white checked straight kurta with a round neck and three-quarter sleeves.
8682,Miss Chase Women's blue skinny fit high-rise jeans with a button and zip closure.
8683,MISH Women's pink & navy blue candy stripe top with a round neck and short sleeves.
8684,CALFNERO Men's brown solid leather messenger bag with a non-detachable sling strap.
8685,Fox grey melange printed T-shirt with a V-neck and short sleeves.
8686,MISH Women's dusty pink solid top with a square neck and sleeveless design.
8687,Cortina peach-coloured set of 2 window curtains with ethnic motifs pattern.
8688,HERE&NOW Women's navy blue & pink solid reversible hooded sweatshirt with long sleeves and zip closure.
8689,Global Desi Women's rust red & navy blue printed high-low tunic with a round neck and three-quarter sleeves.
8690,Lady Stark Women's pink printed cinched waist top with a keyhole neck and three-quarter sleeves.
8691,VASTRAMAY Men's white solid straight cotton kurta with a mandarin collar and long sleeves.
8692,W Women's green hem design wide leg palazzos with inner drawstring closure.
8693,Cortina brown set of 2 door curtains with floral pattern.
8694,INVICTUS Men's navy blue solid formal Derbys with perforated detail and central lace-ups.
8695,Van Heusen Sport Men's navy blue slim fit solid regular trousers with button closure and 4 pockets.
8696,W Women's white & green printed anarkali kurta with thread work detail and long sleeves.
8697,Jompers Men's pink & yellow woven design straight kurta with a mandarin collar and long sleeves.
8698,Fastrack Men's black & beige striped belt with a tang closure.
8699,U.S. Polo Assn. Men's grey melange solid slim fit polo collar T-shirt with short sleeves.
8700,AHIKA Women's off-white & orange printed straight kurta with a keyhole neck and three-quarter sleeves.
8701,Cortina set of 2 long door curtains with floral pattern.
8702,Van Heusen Woman black solid block heels with synthetic upper and block heel.
8703,W Women's navy blue solid A-line layered dress with printed detail and a mandarin collar.
8704,Van Heusen Woman cream-coloured self design top with a boat neck and long sleeves.
8705,Z-ZOOM unisex rectangle sunglasses with grey polarised lenses and metal full rim frame.
8706,Madame Women's black printed knitted top with cut-out and applique detail.
8707,AccessHer Women's 22K gold-plated set of 2 bangles with textured detailing.
8708,AHIKA Women's multicoloured striped straight kurta with a notched round neck and three-quarter sleeves.
8709,Louis Philippe Sport Men's pink slim fit solid casual shirt with a spread collar and long sleeves.
8710,W Women's navy blue and sea green printed layered maxi dress with a mandarin collar and three-quarter sleeves.
8711,Global Desi Women's blue floral print straight kurta with a keyhole neck and three-quarter sleeves.
8712,Louis Philippe Men's purple tight slim fit self design formal shirt with a spread collar and long sleeves.
8713,Madame Women's peach-coloured solid ruffle detail sweater with a round neck and long sleeves.
8714,Lady Love peach-coloured solid full-coverage minimizer bra with non-padded and non-wired seamless cups.
8715,Cortina grey single window curtains with ethnic motifs pattern.
8716,Van Heusen Woman black solid block heels with synthetic upper and backstrap with buckle detail.
8717,Fastrack Men's olive green solid leather card holder with 3 card holders and 1 flap coin pocket.
8718,Van Heusen Woman taupe sheen pumps with synthetic upper and kitten heel.
8719,W Women's red & golden printed A-line sustainable kurta with sequinned detail and a mandarin collar.
8720,Franco Leone Men's multicoloured printed sneakers with canvas upper and lace-up detail.
8721,AURELIA Women's peach-coloured & silver printed crop top with skirt & shrug.
8722,Cortina white & green set of 2 window curtains with floral pattern.
8723,W Women's off-white & charcoal grey printed A-line kurta with a notched round neck and three-quarter sleeves.
8724,Oxolloxo Women's white checked top with a tie-up neck and three-quarter sleeves.
8725,The Pink Moon Plus Size Women's white and blue striped casual shirt with a spread collar and long sleeves.
8726,Jompers Men's green & gold-toned woven design straight kurta with a mandarin collar and long sleeves.
8727,Van Heusen Woman navy blue self design top with a round neck and three-quarter cuffed sleeves.
8728,Superdry Women's blue skinny fit mid-rise jeans with a button and zip closure.
8729,W Women's navy blue & white striped straight kurta with a round neck and three-quarter sleeves.
8730,Miss Chase Women's navy blue skinny fit high-rise jeans with a button fly closure.
8731,W Women's coral pink yoke design A-line kurta with gathered detail and long sleeves.
8732,Cortina pink set of 2 door curtains with floral pattern.
8733,Jompers Men's purple woven design straight kurta with a mandarin collar and long sleeves.
8734,Saint G Women's black solid leather open toe flats.
8735,W Women's off-white & maroon striped straight kurta with embroidered detail and a mandarin collar.
8736,Oxolloxo Women's multicoloured printed playsuit with a round neck and short sleeves.
8737,W Women's pink & navy blue printed maxi flared skirt with an elasticated waistband.
8737,"W Women's pink and navy blue printed maxi flared skirt with elasticated waistband, hook and bar and zip closure, and flared hem. The skirt is priced at INR 1399 and has 6 images. Primary color is Blue"
8738,"Parx Men's blue slim tapered fit low-rise mildly distressed stretchable jeans. It has a button and zip closure, and waistband with belt loops. The jeans are priced at INR 874 and have 7 images. Primary color is Blue"
8739,"Mufti Men's black regular fit printed casual shirt with a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket. The shirt is priced at INR 999 and has 5 images. Primary color is Black"
8740,"Van Heusen Woman's black regular fit printed casual shirt with a mandarin collar, long sleeves, button placket, and curved hem. The shirt is priced at INR 930 and has 5 images. Primary color is Black"
8741,"W Women's blue & green printed straight sustainable kurta with a mandarin collar, three-quarter sleeves, straight hem, and multiple slits. The kurta is priced at INR 719 and has 6 images. Primary color is Blue"
8742,AURELIA Women's mustard yellow & pink printed layered A-Line Kurta. The kurta is priced at INR 799 and has 5 images. Primary color is Red
8743,"W Women's aubergine & beige printed straight kurta with a mandarin collar, three-quarter sleeves, button closure, curved hem, and side slits. The kurta is priced at INR 679 and has 5 images. Primary color is Beige"
8744,"Aujjessa Women's red & black yoke design straight kurta with a round neck, three-quarter sleeves, straight hem, and side slits. The kurta is priced at INR 1299 and has 5 images. Primary color is Red"
8745,"W Women's green & off-white floral printed anarkali kurta with sequinned detail, has a mandarin collar, three-quarter sleeves, flared hem and front slit. The kurta is priced at INR 3599 and has 5 images. Primary color is Green"
8746,OFF LIMITS Men's navy blue mesh mid-top training shoes with slip-on detail. The shoes are priced at INR 951 and have 5 images. Primary color is Blue
8747,Cortina Orange Set of 2 Long Door Curtains with Ethnic Motifs Pattern. These are Room Darkening curtains with Eyelet fitting. The curtains are priced at INR 2294 and have 4 images. Primary color is Orange
8748,"W Women's burgundy & black printed straight kurta with threadwork and panelled detail, has a round neck, three-quarter sleeves, straight hem, and side slits. The kurta is priced at INR 719 and has 5 images. Primary color is Black"
8749,"W Women's black solid woven sharara with printed detail, sheer with full lining, and slip-on closure. The Sharara is priced at INR 1259 and has 7 images. Primary color is Black"
8750,"Monrow Women's beige printed heels with synthetic upper, cushioned footbed and textured outsole. The Heels are priced at INR 998 and has 6 images. Primary color is Beige"
8751,Avira Home Grey & White Geometric Woven Shaggy Carpet made of Polyester with Rectangular shape. The Carpet is priced at INR 4439 and has 4 images. Primary color is White
8752,"Franco Leone Men's black leather formal slip-ons with leather upper, cushioned footbed and textured outsole. The slip-ons are priced at INR 1154 and has 5 images. Primary color is Black"
8753,"NIZA Women's coral pink & yellow printed A-line dress with a scoop neck, three-quarter bell sleeves with ruffle detailing, an attached lining, and straight hem. The Dress is priced at INR 3990 and has 5 images. Primary color is Yellow"
8754,"Madame Women's brown & off-white self-design sweater with a round neck, long sleeves, and ribbed hem. The sweater is priced at INR 1299 and has 5 images. Primary color is White"
8755,"Madame Women's pink embellished knitted regular top with a round neck, and long sleeves. The top is priced at INR 879 and has 5 images. Primary color is Pink"
8756,"W Women's black & off-white solid straight kurta with printed attached pallu, has a round neck, long sleeves, straight hem, mock button closures. The kurta is priced at INR 2799 and has 5 images. Primary color is Black"
8757,"Lady Stark Women's navy blue solid knitted regular top with a round neck, short sleeves, and zip closure. The top is priced at INR 872 and has 5 images. Primary color is Blue"
8758,"CALFNERO Men's black solid two fold wallet with 2 main compartments 5 card holders, 1 slip pocket. The wallet is priced at INR 539 and has 5 images. Primary color is Black"
8759,"Louis Philippe Sport Men's blue & green slim fit checked casual shirt with a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket. The shirt is priced at INR 1299 and has 5 images. Primary color is Blue"
8760,Bhama Couture Women's black & pink solid kurta with sharara and dupatta. The set is priced at INR 1359 and has 5 images. Primary color is Black
8761,"W Women's off-white & pink printed woven maxi dress, has a round neck, long sleeves, flared hem, concealed zip closure. The dress is priced at INR 1999 and has 7 images. Primary color is White"
8762,Cortina Green & Black Set of 2 Printed Door Curtains with Floral Pattern. These are Regular Light blocking curtains with Eyelet fitting. The curtains are priced at INR 545 and have 4 images. Primary color is Green
8763,"W Women's maroon yoke design straight kurta with tie-ups, has a round neck, short sleeves, straight hem, and side slits. The kurta is priced at INR 1139 and has 5 images. Primary color is Maroon"
8764,"W Women's lavender solid churidar leggings, has an elasticated waistband with slip-on closure. The leggings are priced at INR 359 and has 5 images. Primary color is Lavender"
8765,Z-ZOOM Women's brown oval sunglasses with regular lens and full rim metal frame. The sunglasses are priced at INR 997 and have 5 images.
8766,"MISH Women's brown solid woven regular top with gathered detail, has shoulder straps. The top is priced at INR 899 and has 5 images. Primary color is Brown"
8767,"Lady Stark Women's Peach-Coloured and Brown printed woven regular top, has a round neck, and three-quarter sleeves. The top is priced at INR 1155 and has 5 images. Primary color is Red"
8768,Van Heusen Woman Grey Melange Woven Design Pumps with Bow Detail with kitten heel. The pumps are priced at INR 1624 and has 6 images. Primary color is Grey
8769,"W Women's green yoke design straight sustainable kurta, has a round neck, three-quarter sleeves, curved hem, and side slits. The kurta is priced at INR 679 and has 6 images. Primary color is Green"
8770,Cortina Blue Set of 2 Long Door Curtains with Geometric Pattern. These are Regular Light blocking curtains with Eyelet fitting. The curtains are priced at INR 629 and has 4 images. Primary color is Blue
8771,AccessHer Gold toned & White Kundan Maang Tika with kundan embellishment detail. The Maang Tika is priced at INR 1618 and has 3 images. Primary color is White
8772,"W Women's navy blue & white striped straight kurta with printed detail all over, has a mandarin collar, three-quarter sleeves, straight hem, button closure and multiple slits. The kurta is priced at INR 849 and has 5 images. Primary color is Blue"
8773,Franco Leone Men's beige driving shoes. The shoes are priced at INR 1224 and has 5 images. Primary color is Beige
8774,"W Women's red solid regular cropped trousers, has semi-elasticated waistband and zip closure. The trousers are priced at INR 999 and has 5 images. Primary color is Red"
8775,"Superdry Women's black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops. The jeans are priced at INR 3899 and has 7 images. Primary color is Black"
8776,Cortina Set of 2 Long Door Curtains with Floral Pattern. These are Regular Light blocking curtains with Eyelet fitting. The curtains are priced at INR 629 and has 4 images.
8777,"Z-ZOOM Unisex round sunglasses with blue lens, full rim metal frame. The sunglasses are priced at INR 1247 and have 5 images."
8778,"People Men's grey printed casual shirt with a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket. The shirt is priced at INR 519 and has 5 images. Primary color is Grey"
8779,"W Women's navy blue & peach-coloured yoke design straight sustainable kurta with sequinned detail, has a round neck, three-quarter sleeves, straight hem, and side slits. The kurta is priced at INR 799 and has 6 images. Primary color is Blue"
8780,"W Women's navy blue & golden printed layered A-line kurta, has a round neck, three-quarter sleeves, and flared hem. The kurta is priced at INR 2499 and has 5 images. Primary color is Blue"
8781,"Mufti Men's khaki & navy blue regular fit checked casual shirt with a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket. The shirt is priced at INR 1049 and has 5 images. Primary color is Blue"
